"branca","nota","id","descrizione","tariffa"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915185,"ANALISI MUTAZIONALE EFFETTUATA SU RNA GENE: Calpaina 
(test mirato)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali,912903 REAZIONE DI TRASCRIZIONE INVERSA SU RNA MESSAGGERO, 91.29.3 ANALISI DI MUTAZIONE DEL DNA Con reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",215
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915186,"ANALISI MUTAZIONALE EFFETTUATA SU RNA GENE: FKRP 
(test mirato)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali,912903 REAZIONE DI TRASCRIZIONE INVERSA SU RNA MESSAGGERO, 91.29.3 ANALISI DI MUTAZIONE DEL DNA Con reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",215
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915187,"ANALISI MUTAZIONALE EFFETTUATA SU RNA GENE: Distrofina 
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari,villi coriali,912903 REAZIONE DI TRASCRIZIONE INVERSA SU RNA MESSAGGERO, 91.29.3 ANALISI DI MUTAZIONE DEL DNA Con reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",2735
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915188,"ANALISI MUTAZIONALE EFFETTUATA SU RNA GENI: Collagene VI 
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali,912903 REAZIONE DI TRASCRIZIONE INVERSA SU RNA MESSAGGERO, 91.29.3 ANALISI DI MUTAZIONE DEL DNA Con reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",3760
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915189,"ANALISI MUTAZIONALE EFFETTUATA SU RNA GENE: Disferlina
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali,912903 REAZIONE DI TRASCRIZIONE INVERSA SU RNA MESSAGGERO, 91.29.3 ANALISI DI MUTAZIONE DEL DNA Con reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",2640
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915190,"ANALISI MUTAZIONALE EFFETTUATA SU RNA GENE: calpaina
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali,912903 REAZIONE DI TRASCRIZIONE INVERSA SU RNA MESSAGGERO, 91.29.3 ANALISI DI MUTAZIONE DEL DNA Con reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",2285
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915191,"ANALISI MUTAZIONALE EFFETTUATA SU RNA GENE: SERCA1
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali,912903 REAZIONE DI TRASCRIZIONE INVERSA SU RNA MESSAGGERO, 91.29.3 ANALISI DI MUTAZIONE DEL DNA Con reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1450
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915192,"ANALISI MUTAZIONALE EFFETTUATA SU DNA GENE Collagene VI 
(analisi parziale) 
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",2820
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915193,"ANALISI MUTAZIONALE EFFETTUATA SU DNA GENE Collagene VI 
(analisi parziale)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",2905
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915194,"ANALISI MUTAZIONALE EFFETTUATA SU DNA GENE Collagene VI 
(analisi parziale)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",3640
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915195,"ANALISI MUTAZIONALE EFFETTUATA SU DNA GENE Collagene VI 
(analisi parziale)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",3640
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915196,"ANALISI MUTAZIONALE EFFETTUATA SU DNA GENE: FKRP
(test completo) 
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",725
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915197,"ANALISI MUTAZIONALE EFFETTUATA SU DNAGENE: LMNA
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1660
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915198,"ANALISI MUTAZIONALE EFFETTUATA SU DNA GENE: Emerina
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1200
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915199,"RICERCA DI RIARRANGIAMENTI [inserzioni/delezioni] GENE: Distrofina
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.30.2 ANALISI DI POLIMORFISMI (str, VNTR)Con reazione polimerasica a catena ed elettroforesi (per locus) - 91.29.9 ANALISI SEMIQUANTITATIVA DI DNA mediante MLPA (Multiple Ligation dependent Probe Amplification)",460
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915200,"ANALISI MUTAZIONI GENE: Distrofina DHPLC 
(analisi parziale)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.38.1 DHPLC ricerca mutazione (DGGE), ricerca heteroduplex (HA), 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1500
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915201,"ANALISI MUTAZIONI GENE: Distrofina DHPLC
(analisi parziale)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.38.1 DHPLC ricerca mutazione (DGGE), ricerca heteroduplex (HA), 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1500
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915202,"ANALISI MUTAZIONI Gene: Distrofina 
(analisi parziale)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",2170
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915203,"ANALISI MUTAZIONALE GENE: Distrofina
(analisi parziale)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",2260
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915204,"ANALISI MUTAZIONALE GENE: Distrofina 
(analisi parziale)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",2575
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915205,"ANALISI MUTAZIONALE GENE: Distrofina 
(analisi parziale)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",2575
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915206,"ANALISI MUTAZIONALE GENE: Distrofina
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.30.4 CARIOTIPO AD ALTA RISOLUZIONE 1 Tecnica di bandeggio(Risoluzione non inferiore alle 550 bande), 91.36.8 IBRIDAZIONE GENOMICA COMPARATIVA (CGH)",950
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915207,"ANALISI MUTAZIONALE GENE: DYT 1
(test completo) 
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1195
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915208,"ANALISI MUTAZIONALE GENE: Caveolina-3
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",880
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915209,"ANALISI MUTAZIONALE GENE: DESMIN
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1430
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915210,"ANALISI MUTAZIONALE GENE: SERCA1
(analisi parziale)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1495
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915211,"ANALISI MUTAZIONALE GENE: SERCA1
(analisi parziale)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1150
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915212,"ANALISI MUTAZIONALE GENE: CRYAB
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",560
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915213,"ANALISI MUTAZIONALE GENE: MYOTILIN
(analisi parziale)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1660
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915214,"ANALISI MUTAZIONALE GENE: MYOTILIN
(analisi parziale)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1660
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915215,"ANALISI MUTAZIONALE GENE: SEPN1
(analisi parziale)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",940
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915216,"ANALISI MUTAZIONALE GENE: SEPN1
(analisi parziale)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",940
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915217,"ANALISI MUTAZIONALE GENE: ZASP
(analisi parziale)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1235
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915218,"ANALISI MUTAZIONALE GENE: ZASP
(analisi parziale)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1115
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915219,"ANALISI MUTAZIONALE GENE: TTR
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",725
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915220,"ANALISI MUTAZIONALE GENE: SOD1
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",880
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915221,"ANALISI MUTAZIONALE GENE: alfa Globina
(analisi parziale)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.1 ANALISI DI MUTAZIONI DEL DNA Con Reverse Dot Blot (da 2 a 10 mutazioni),",460
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915222,"ANALISI MUTAZIONALE GENE: alfa Globina
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1305
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915223,"RICERCA DI RIARRANGIAMENTI [inserzioni/delezioni] GENE: alfa Globina
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.30.2 ANALISI DI POLIMORFISMI (str, VNTR)Con reazione polimerasica a catena ed elettroforesi (per locus) - 91.29.9 ANALISI SEMIQUANTITATIVA DI DNA mediante MLPA (Multiple Ligation dependent Probe Amplification)",230
