"principio_attivo","principio_attivo_confezione","atc","id","farmaco","farmaco_confezione",
"Sertralina","30 UNITA' 50 MG - USO ORALE","N06AB06",36733069,"SETRALINA HEXAL","""50 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE",
"Sertralina","30 UNITA' 50 MG - USO ORALE","N06AB06",27754086,"TATIG","""50 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE DIVISIBILI",
"Sertralina","30 UNITA' 50 MG - USO ORALE","N06AB06",36804019,"TRALISEN","""50 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE DIVISIBILI",
"Sertralina","30 UNITA' 50 MG - USO ORALE","N06AB06",27753108,"ZOLOFT","""50 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE DIVISIBILI",
"Sevelamer","180 UNITA' 800 MG - USO ORALE","V03AE02",34676080,"RENAGEL","""800 MG COMPRESSE RIVESTITE CON FILM"" 1X180 COMPRESSE IN FLACONE HDPE",
"Sevelamer","180 UNITA' 800 MG - USO ORALE","V03AE02",39480037,"RENVELA","""800 MG - COMPRESSA RIVESTITA CON FILM- USO ORALE - FLACONE (HDPE)"" 180 COMPRESSE",
"Sevelamer","180 UNITA' 800 MG - USO ORALE","V03AE02",42373011,"SEVELAMER DOC","""800 MG COMPRESSA RIVESTITA CON FILM"" 1x180 COMPRESSE IN FLACONE HDPE",
"Sevelamer","180 UNITA' 800 MG - USO ORALE","V03AE02",43522010,"SEVELAMER MYLAN PHARMA","""800 MG COMPRESSE RIVESTITE CON FILM"" 1X180 COMPRESSE IN FLACONE HDPE",
"Sildenafil","8 UNITA' 25 MG - USO ORALE","G04BE03",41269034,"SILDENAFIL ACCORD","""25MG COMPRESSE RIVESTITE CON FILM"" 8 COMPRESSE IN BLISTER PVC/AL",
"Sildenafil","8 UNITA' 25 MG - USO ORALE","G04BE03",41014046,"SILDENAFIL ACTAVIS","""25MG-COMPRESSE RIVESTITE CON FILM-USO ORALE-BLISTER (PVC/PVDC/ALU)"" 8 COMPRESSE",
"Sildenafil","8 UNITA' 25 MG - USO ORALE","G04BE03",41047046,"SILDENAFIL MYLAN","""25MG COMPRESSE RIVESTITE CON FILM 8 COMPRESSE IN BLISTER PVC/AL",
"Sildenafil","8 UNITA' 25 MG - USO ORALE","G04BE03",42088031,"SILDENAFIL TEVA","""25MG COMPRESSE RIVESTITE CON FILM"" 8 COMPRESSE IN BLISTER PVC/ALU",
"Sildenafil","8 UNITA' 25 MG - USO ORALE","G04BE03",41040041,"SILDENAFIL ZENTIVA","""25MG COMPRESSE RIVESTITE CON FILM 8 COMPRESSE  IN BLISTER PVC/AL",
"Simvastatina","10 UNITA' 20 MG - USO ORALE","C10AA01",27228028,"LIPONORM","""20 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE",
"Simvastatina","10 UNITA' 20 MG - USO ORALE","C10AA01",28370029,"MEDIPO","""20 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE",
"Simvastatina","10 UNITA' 20 MG - USO ORALE","C10AA01",39268103,"SIMVASTATINA BLUEFISH","""20 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",
"Simvastatina","10 UNITA' 20 MG - USO ORALE","C10AA01",37340092,"SIMVASTATINA DOC GENERICI","""20 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE IN BLISTER PVC/PVDC/AL",
"Simvastatina","10 UNITA' 20 MG - USO ORALE","C10AA01",37412121,"SIMVASTATINA EG","""20 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",
"Simvastatina","10 UNITA' 20 MG - USO ORALE","C10AA01",37398029,"SIMVASTATINA MYLAN GENERICS","""20 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE IN BLISTER AL/PVC/PVDC",
"Simvastatina","10 UNITA' 20 MG - USO ORALE","C10AA01",36616136,"SIMVASTATINA TEVA","""20 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE IN BLISTER PVC/PVDC TRASPARENTE IN PELLICOLA DI AL",
"Simvastatina","10 UNITA' 20 MG - USO ORALE","C10AA01",27209028,"SINVACOR","""20 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE",
"Simvastatina","10 UNITA' 20 MG - USO ORALE","C10AA01",27208026,"SIVASTIN","""20 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE",
"Simvastatina","10 UNITA' 20 MG - USO ORALE","C10AA01",27216023,"ZOCOR","""20 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE",
"Simvastatina","10 UNITA' 40 MG - USO ORALE","C10AA01",27228030,"LIPONORM","""40 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE",
"Simvastatina","10 UNITA' 40 MG - USO ORALE","C10AA01",28370043,"MEDIPO","""40 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE",
"Simvastatina","10 UNITA' 40 MG - USO ORALE","C10AA01",39268192,"SIMVASTATINA BLUEFISH","""40 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",
"Simvastatina","10 UNITA' 40 MG - USO ORALE","C10AA01",37340179,"SIMVASTATINA DOC GENERICI","""40 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE IN BLISTER PVC/PVDC/AL",
"Simvastatina","10 UNITA' 40 MG - USO ORALE","C10AA01",37398082,"SIMVASTATINA MYLAN GENERICS","""40 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE IN BLISTER AL/PVC/PVDC",
"Simvastatina","10 UNITA' 40 MG - USO ORALE","C10AA01",37134347,"SIMVASTATINA RANBAXY","""40 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE IN BLISTER PVDC/PVC/AL",
"Simvastatina","10 UNITA' 40 MG - USO ORALE","C10AA01",36616290,"SIMVASTATINA TEVA","""40 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE IN BLISTER PVC/PVDC TRASPARENTE IN PELLICOLA DI AL",
"Simvastatina","10 UNITA' 40 MG - USO ORALE","C10AA01",27209042,"SINVACOR","""40 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE",
"Simvastatina","10 UNITA' 40 MG - USO ORALE","C10AA01",27208040,"SIVASTIN","""40 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE",
"Simvastatina","10 UNITA' 40 MG - USO ORALE","C10AA01",27216035,"ZOCOR","""40 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE",
"Simvastatina","20 UNITA' 10 MG - USO ORALE","C10AA01",27228016,"LIPONORM","""10 MG COMPRESSE RIVESTITE CON FILM"" 20 COMPRESSE",
"Simvastatina","20 UNITA' 10 MG - USO ORALE","C10AA01",37340027,"SIMVASTATINA DOC GENERCI","""10 MG COMPRESSE RIVESTITE CON FILM"" 20 COMPRESSE IN BLISTER PVDC/PVC/AL",
"Simvastatina","20 UNITA' 10 MG - USO ORALE","C10AA01",37213067,"SIMVASTATINA HEXAL","""10 MG COMPRESSE RIVESTITE CON FILM"" 20 COMPRESSE IN BLISTER PVC/AL",
"Simvastatina","20 UNITA' 10 MG - USO ORALE","C10AA01",37398272,"SIMVASTATINA MYLAN GENERICS","""10 MG COMPRESSE RIVESTITE CON FILM"" 20 COMPRESSE IN BLISTER AL/PVC/PVDC",
"Simvastatina","20 UNITA' 10 MG - USO ORALE","C10AA01",41511080,"SIMVASTATINA RATIOPHARM","""10 MG COMPRESSE RIVESTITE CON FILM"" 20 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",
"Simvastatina","20 UNITA' 10 MG - USO ORALE","C10AA01",37206024,"SIMVASTATINA SANDOZ","""10 MG COMPRESSE RIVESTITE CON FILM"" 20 COMPRESSE IN BLISTER PVC/AL",
"Simvastatina","20 UNITA' 10 MG - USO ORALE","C10AA01",41581125,"SIMVASTATINA TEVA ITALIA","""10 MG COMPRESSE RIVESTITE CON FILM"" 20 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",
"Simvastatina","20 UNITA' 10 MG - USO ORALE","C10AA01",27209016,"SINVACOR","""10 MG COMPRESSE RIVESTITE CON FILM"" 20 COMPRESSE",
"Simvastatina","20 UNITA' 10 MG - USO ORALE","C10AA01",27208014,"SIVASTIN","""10 MG COMPRESSE RIVESTITE CON FILM"" 20 COMPRESSE",
"Simvastatina","20 UNITA' 10 MG - USO ORALE","C10AA01",27216011,"ZOCOR","""10 MG COMPRESSE RIVESTITE CON FILM"" 20 COMPRESSE",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37359027,"ALPHEUS","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37664024,"KRUSTAT","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37348036,"LIPENIL","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",27228079,"LIPONORM","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",28370106,"MEDIPO","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37364039,"OMISTAT","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37935032,"QUIBUS","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37669037,"SETORILIN","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37331028,"SIMBATRIX","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37352022,"SIMVASTATINA ABC","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",38821070,"SIMVASTATINA ACTAVIS PTC","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37809175,"SIMVASTATINA ALMUS","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37367036,"SIMVASTATINA ALTER","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37528217,"SIMVASTATINA ANGENERICO","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/PVC",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",38770121,"SIMVASTATINA AUROBINDO","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",39268127,"SIMVASTATINA BLUEFISH","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37340268,"SIMVASTATINA DOC GENERICI","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37412158,"SIMVASTATINA EG","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37328022,"SIMVASTATINA FG","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37354026,"SIMVASTATINA FIDIA","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/PVC/PE/PVDC",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37640036,"SIMVASTATINA GERMED","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37213257,"SIMVASTATINA HEXAL","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37708144,"SIMVASTATINA KRKA","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/PE/PVC/AL",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37398056,"SIMVASTATINA MYLAN GENERICS","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/PVC/PVDC",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",38051064,"SIMVASTATINA PENSA","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 CPR IN BLISTER PVC/PVDC/AL",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37134261,"SIMVASTATINA RANBAXY","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVDC/PVC/AL",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",41511179,"SIMVASTATINA RATIOPHARM","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37206214,"SIMVASTATINA SANDOZ","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",38561027,"SIMVASTATINA TECNIGEN","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",41581240,"SIMVASTATINA TEVA ITALIA","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37593175,"SIMVASTATINA ZENTIVA","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37326028,"SINCOL","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",27209105,"SINVACOR","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",42986012,"SINVACOR","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",38559023,"SINVALIP","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37317029,"SINVAT","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",27208103,"SIVASTIN","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",38359030,"TURSTAT","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",38560025,"VASTGEN","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37327020,"VASTIN","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",37357023,"XIPOCOL","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL",
"Simvastatina","28 UNITA' 20 MG - USO ORALE","C10AA01",27216098,"ZOCOR","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37359041,"ALPHEUS","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37664036,"KRUSTAT","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37348051,"LIPENIL","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",27228081,"LIPONORM","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",28370118,"MEDIPO","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37364054,"OMISTAT","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37935057,"QUIBUS","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37669052,"SETORILIN","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37331042,"SIMBATRIX","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",38821118,"SIMVASTATINA ACTAVIS PTC","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37809302,"SIMVASTATINA ALMUS","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37367051,"SIMVASTATINA ALTER","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37528395,"SIMVASTATINA ANGENERICO","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/PVC",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",38770210,"SIMVASTATINA AUROBINDO","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",39268216,"SIMVASTATINA BLUEFISH","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37340270,"SIMVASTATINA DOC GENERICI","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37412273,"SIMVASTATINA EG","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37328046,"SIMVASTATINA FG","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37354040,"SIMVASTATINA FIDIA","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/PVC/PE/PVDC",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37640051,"SIMVASTATINA GERMED","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37213434,"SIMVASTATINA HEXAL","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37708258,"SIMVASTATINA KRKA","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/PE/PVC/AL",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37398118,"SIMVASTATINA MYLAN GENERICS","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/PVC/PVDC",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",38051090,"SIMVASTATINA PENSA","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 CPR IN BLISTER PVC/PVDC/AL",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37134362,"SIMVASTATINA RANBAXY","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVDC/PVC/AL",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",41511256,"SIMVASTATINA RATIOPHARM","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37206392,"SIMVASTATINA SANDOZ","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",38561039,"SIMVASTATINA TECNIGEN","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",41581354,"SIMVASTATINA TEVA ITALIA","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37593302,"SIMVASTATINA ZENTIVA","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37326042,"SINCOL","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",27209117,"SINVACOR","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",38559035,"SINVALIP","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37317043,"SINVAT","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",27208115,"SIVASTIN","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",38359055,"TURSTAT","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",38560037,"VASTGEN","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37327044,"VASTIN","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",37357047,"XIPOCOL","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL",
"Simvastatina","28 UNITA' 40 MG - USO ORALE","C10AA01",27216100,"ZOCOR","""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Sodio cloruro","10 ML 0","9% - USO PARENTERALE","V07AB",29874385,"SODIO CLORURO","AFC"
"Sodio cloruro","10 ML 0","9% - USO PARENTERALE","V07AB",30684056,"SODIO CLORURO","AFC"
"Sodio cloruro","10 ML 0","9% - USO PARENTERALE","V07AB",30805030,"SODIO CLORURO","AFC"
"Sodio cloruro","2 ML 0","9% - USO PARENTERALE","V07AB",29874361,"SODIO CLORURO","AFA"
"Sodio cloruro","2 ML 0","9% - USO PARENTERALE","V07AB",30684017,"SODIO CLORURO","AFA"
"Sodio cloruro","2 ML 0","9% - USO PARENTERALE","V07AB",30805016,"SODIO CLORURO","AFA"
"Sodio cloruro","250 ML 0","9% - USO PARENTERALE","B05BB01",29874056,"SODIO CLORURO","AFE"
"Sodio cloruro","250 ML 0","9% - USO PARENTERALE","B05BB01",30684118,"SODIO CLORURO","AFE"
"Sodio cloruro","250 ML 0","9% - USO PARENTERALE","B05BB01",30775035,"SODIO CLORURO","AFE"
"Sodio cloruro","250 ML 0","9% - USO PARENTERALE","B05BB01",30805117,"SODIO CLORURO","AFE"
"Sodio cloruro","250 ML 0","9% - USO PARENTERALE","B05BB01",30942039,"SODIO CLORURO","AFE"
"Sodio cloruro","250 ML 0","9% - USO PARENTERALE","B05BB01",30957031,"SODIO CLORURO",
"Sodio cloruro","250 ML 0","9% - USO PARENTERALE","B05BB01",31101684,"SODIO CLORURO","AFE"
"Sodio cloruro","250 ML 0","9% - USO PARENTERALE","B05BB01",32182026,"SODIO CLORURO","AFE"
"Sodio cloruro","250 ML 0","9% - USO PARENTERALE","B05BB01",30752036,"SODIO CLORURO","AFE"
"Sodio cloruro","250 ML 0","9% - USO PARENTERALE","B05BB01",33855038,"SODIO CLORURO","AFE"
"Sodio cloruro","5 ML 0","9% - USO PARENTERALE","V07AB",29874373,"SODIO CLORURO","AFB"
"Sodio cloruro","5 ML 0","9% - USO PARENTERALE","V07AB",30684031,"SODIO CLORURO","AFB"
"Sodio cloruro","5 ML 0","9% - USO PARENTERALE","V07AB",30805028,"SODIO CLORURO","AFB"
"Sodio cloruro","500 ML 0","9% - USO PARENTERALE","B05BB01",29874068,"SODIO CLORURO","AFF"
"Sodio cloruro","500 ML 0","9% - USO PARENTERALE","B05BB01",30684120,"SODIO CLORURO","AFF"
"Sodio cloruro","500 ML 0","9% - USO PARENTERALE","B05BB01",30752048,"SODIO CLORURO","AFF"
"Sodio cloruro","500 ML 0","9% - USO PARENTERALE","B05BB01",30775047,"SODIO CLORURO","AFF"
"Sodio cloruro","500 ML 0","9% - USO PARENTERALE","B05BB01",30805129,"SODIO CLORURO","AFF"
"Sodio cloruro","500 ML 0","9% - USO PARENTERALE","B05BB01",30942041,"SODIO CLORURO","AFF"
"Sodio cloruro","500 ML 0","9% - USO PARENTERALE","B05BB01",30957043,"SODIO CLORURO",
"Sodio cloruro","500 ML 0","9% - USO PARENTERALE","B05BB01",30957106,"SODIO CLORURO",
"Sodio cloruro","500 ML 0","9% - USO PARENTERALE","B05BB01",31101696,"SODIO CLORURO","AFF"
